concentration_CH4,concentration_CO2,concentration_H2,concentration_H2O,concentration_O2,pressure_bar,temperature_kelvin
0.005,0.03,0.00000008,0.0123,0.22,1.0793,318.62
0.04,0.0004,0.00000008,0.0123,0.15,1.0818,312.86
0.01,0.0004,0.00000009,0.0123,0.21,1.0306,308.89
0.01,0.0004,0.03,0.0123,0.17,1.0293,308.2
0.015,0.03,0.00000008,0.0123,0.06,1.1172,322.16
0.00000163,0.02,0.00000008,0.0123,0.3,1.0739,309.65
0.00000163,0.0004,0.00000008,0.0123,0.26,1.0306,288.56
0.00000163,0.01,0.00000007,0.0123,0.14,1.0574,305.33
0.02,0.05,0.00000008,0.0123,0.17,1.0815,323.75
0.00000163,0.01,0.05,0.0123,0.19,1.057,303.8
0.00000163,0.04,0.00000008,0.0123,0.22,1.0867,314.34
0.00000163,0.3,0.00000008,0.0124,0.2,1.0139,321.27
0.02,0.01,0.00000008,0.0123,0.04,1.0991,318.54
0.00000163,0.01,0.00000007,0.0123,0.25,1.0306,303.74
0.00000163,0.01,0.03,0.0123,0.26,1.05,302.99
0.00000163,0.0004,0.00000008,0.0123,0.04,1.0294,288.71
0.005,0.04,0.00000008,0.0123,0.3,1.0859,321.8
0.00000163,0.06,0.07,0.0123,0.18,1.0927,313.17
0.00000163,0.02,0.00000008,0.0123,0.18,1.0306,307.79
0.00000163,0.11,0.00000008,0.0123,0.24,1.1146,320.32
0.00000163,0.05,0.00000008,0.0123,0.28,1.0975,315.86
0.00000163,0.02,0.00000008,0.0123,0.24,1.0751,309.89
0.005,0.01,0.00000008,0.0123,0.12,1.062,315.55
0.00000163,0.02,0.00000008,0.0123,0.3,1.0293,307.49
0.01,0.06,0.03,0.0123,0.23,1.1446,325.16
0.015,0.05,0.00000008,0.0123,0.21,1.1421,325.29
0.02,0.01,0.00000008,0.0123,0.32,1.0948,320.2
0.015,0.03,0.00000009,0.0123,0.3,1.1277,323.45
0.03,0.05,0.00000008,0.0123,0.18,1.1532,326.66
0.01,0.02,0.00000008,0.0123,0.28,1.0677,319.8
0.00000163,0.0004,0.00000008,0.0123,0.35,1.0306,288.51
0.00000163,0.03,0.00000007,0.0123,0.2,1.0574,310.95
0.00000163,0.01,0.00000008,0.0123,0.21,1.0294,303.75
0.03,0.0004,0.00000008,0.0123,0.21,1.107,316
0.005,0.09,0.00000009,0.0123,0.21,1.1144,325.87
0.005,0.01,0.00000008,0.0123,0.26,1.057,315.69
0.03,0.01,0.00000008,0.0123,0.28,1.0605,319.27
0.00000163,0.02,0.03,0.0123,0.21,1.0608,306.05
0.01,0.02,0.05,0.0123,0.2,1.1168,320.21
0.01,0.01,0.00000008,0.0123,0.24,1.0546,316.9
0.02,0.0004,0.00000008,0.0123,0.15,1.0294,311.71
0.00000163,0.01,0.11,0.0123,0.2,1.0544,304.8
0.005,0.07,0.00000008,0.0123,0.1,1.1102,324.55
0.00000163,0.03,0.00000008,0.0123,0.12,1.0788,313.07
0.01,0.01,0.00000008,0.0123,0.18,1.0573,316.93
0.025,0.05,0.00000008,0.0123,0.2,1.1492,326.27
0.01,0.02,0.00000009,0.0123,0.24,1.0714,318.34
0.01,0.04,0.02,0.0123,0.26,1.1348,323.62
0.03,0.0004,0.00000008,0.0123,0.32,1.0876,315.75
0.08,0.0004,0.03,0.0123,0.18,1.0934,321.74
0.03,0.0004,0.00000008,0.0123,0.21,1.107,316
0.00000163,0.03,0.01,0.0123,0.17,1.0763,310.71
0.02,0.04,0.00000008,0.0123,0.22,1.134,325.14
0.00000163,0.03,0.00000008,0.0123,0.25,1.0679,311.28
0.01,0.06,0.00000008,0.0123,0.14,1.1033,324.32
0.005,0.02,0.00000009,0.0123,0.22,1.0752,318.9
0.01,0.01,0.00000008,0.0123,0.1,1.0712,316.91
0.07,0.02,0.00000008,0.0123,0.17,1.1225,324.5
0.02,0.01,0.02,0.0123,0.3,1.0798,318.83
0.005,0.01,0.00000009,0.0123,0.22,1.0573,315.23
0.00000163,0.06,0.00000008,0.0123,0.3,1.0858,315.97
0.02,0.01,0.00000008,0.0123,0.22,1.0546,318.25
0.1,0.02,0.00000008,0.0123,0.23,1.1465,325.51
0.005,0.02,0.00000008,0.0123,0.5,1.0722,319.32
0.00000163,0.02,0.01,0.0123,0.17,1.066,308.98
0.035,0.01,0.00000008,0.0123,0.12,1.1219,321.05
0.03,0.01,0.01,0.0123,0.24,1.052,320.32
0.005,0.04,0.00000008,0.0123,0.2,1.089,321.64
0.00000163,0.08,0.02,0.0123,0.24,1.1029,316.5
0.04,0.0004,0.00000008,0.0123,0.17,1.0813,312.86
0.02,0.06,0.08,0.0123,0.21,1.1599,326.15
0.005,0.01,0.00000008,0.0123,0.26,1.0569,315.7
0.00000163,0.02,0.01,0.0123,0.3,1.0626,308.9
0.06,0.0004,0.01,0.0123,0.19,1.0963,314.26
0.00000163,0.03,0.00000008,0.0123,0.12,1.085,313.07
0.00000163,0.05,0.00000008,0.0123,0.21,1.0803,314.98
0.015,0.03,0.00000008,0.0123,0.24,1.1287,323.83
0.005,0.02,0.00000008,0.0123,0.12,1.0686,318.23
0.005,0.04,0.00000008,0.0123,0.2,1.0892,321.65
0.04,0.02,0.00000008,0.0123,0.21,1.1378,324.04
0.015,0.04,0.00000008,0.0123,0.2,1.1344,324.71
0.00000163,0.02,0.00000008,0.0123,0.16,1.0306,307.84
0.00000163,0.05,0.01,0.0123,0.2,1.0515,313.92
0.01,0.05,0.00000008,0.0123,0.28,1.0945,323.94
0.06,0.01,0.06,0.0123,0.25,1.1125,325.39
0.04,0.03,0.00000008,0.0123,0.24,1.1476,325.48
0.01,0.06,0.05,0.0123,0.28,1.148,324.9
0.01,0.02,0.00000009,0.0123,0.12,1.0686,319.48
0.00000163,0.03,0.00000008,0.0123,0.18,1.0681,311.48
0.04,0.01,0.05,0.0123,0.17,1.1265,321.55
0.00000163,0.04,0.00000008,0.0123,0.16,1.0905,314.58
0.005,0.03,0.00000009,0.0123,0.24,1.0838,320.66
0.005,0.03,0.00000008,0.0123,0.2,1.0845,320.47
0.005,0.01,0.00000008,0.0123,0.24,1.057,315.23
0.00000163,0.0004,0.00000008,0.0123,0.25,1.0306,288.58
0.01,0.07,0.00000008,0.0123,0.16,1.1077,324.94
0.02,0.02,0.01,0.0123,0.16,1.1316,322.22
0.02,0.0004,0.00000009,0.0123,0.16,1.0725,309.85
0.01,0.0004,0.03,0.0123,0.19,1.0294,308.22
0.005,0.08,0.00000008,0.0123,0.22,1.1121,325.51
0.03,0.04,0.00000009,0.0123,0.21,1.1475,325.74
0.05,0.08,0.03,0.0123,0.2,1.0988,327.8
0.025,0.08,0.00000008,0.0123,0.22,1.1678,328.23
0.01,0.01,0.00000008,0.0123,0.14,1.0619,316.96
0.005,0.02,0.00000008,0.0123,0.18,1.0683,318.54
0.00000163,0.03,0.00000008,0.0123,0.35,1.0566,310.48
0.00000163,0.03,0.09,0.0123,0.25,1.074,309.87
0.015,0.03,0.00000008,0.0123,0.08,1.119,322.37
0.01,0.02,0.00000007,0.0123,0.12,1.0686,319.47
0.005,0.05,0.00000008,0.0123,0.24,1.0954,321.45
0.005,0.04,0.00000008,0.0123,0.16,1.089,321.48
0.01,0.07,0.00000009,0.0123,0.21,1.1061,325.13
0.02,0.04,0.00000008,0.0123,0.26,1.1343,325.27
0.00000163,0.0004,0.08,0.0123,0.25,1.0344,296.1
0.005,0.01,0.00000008,0.0123,0.5,1.0591,314.01
0.015,0.04,0.00000008,0.0123,0.22,1.1471,324.63
0.015,0.02,0.00000009,0.0123,0.08,1.1139,320.86
0.01,0.05,0.01,0.0123,0.23,1.0935,323.53
0.03,0.01,0.00000008,0.0123,0.28,1.1211,321.38
0.06,0.04,0.00000008,0.0123,0.2,1.1561,327.22
0.005,0.03,0.00000008,0.0123,0.16,1.0793,320.22
0.00000163,0.01,0.03,0.0123,0.29,1.0367,301.5
0.01,0.02,0.00000008,0.0123,0.28,1.0677,319.8
0.00000163,0.06,0.06,0.0123,0.23,1.09,313.11
0.00000163,0.07,0.00000008,0.0123,0.31,1.1066,317.99
0.02,0.02,0.00000008,0.0123,0.06,1.1027,321.08
0.015,0.02,0.00000009,0.0123,0.26,1.1196,322.36
0.01,0.02,0.06,0.0123,0.21,1.1176,322.24
0.005,0.02,0.00000009,0.0123,0.16,1.0751,318.73
0.005,0.05,0.00000008,0.0123,0.16,1.0977,322.49
0.00000163,0.03,0.04,0.0123,0.22,1.0635,310.02
0.02,0.05,0.00000008,0.0123,0.21,1.1421,325.69
0.02,0.01,0.00000008,0.0123,0.4,1.1046,320.2
0.00000163,0.03,0.00000008,0.0123,0.24,1.076,312.34
0.01,0.08,0.01,0.0123,0.26,1.1538,326.73
0.005,0.07,0.00000008,0.0123,0.16,1.107,324.07
0.01,0.01,0.00000008,0.0123,0.32,1.0604,317.18
0.04,0.03,0.01,0.0123,0.2,1.1504,325.38
0.015,0.03,0.00000008,0.0123,0.16,1.1218,322.95
0.04,0.02,0.00000008,0.0123,0.22,1.138,324.15
0.00000163,0.02,0.00000008,0.0123,0.24,1.0657,309.47
0.00000163,0.02,0.00000008,0.0123,0.7,1.03,306.77
0.02,0.05,0.00000008,0.0123,0.16,1.141,325.45
0.00000163,0.03,0.00000009,0.0123,0.28,1.0827,312.22
0.00000163,0.04,0.00000008,0.0123,0.3,1.09,314.27
0.00000163,0.0004,0.00000009,0.0123,0.08,1.0306,288.71
0.01,0.04,0.00000007,0.0123,0.12,1.1093,322.86
0.02,0.0004,0.00000008,0.0123,0.21,1.0712,317.74
0.01,0.04,0.00000009,0.0123,0.16,1.0931,322.65
0.00000163,0.0004,0.08,0.0123,0.22,1.0318,292.69
0.005,0.05,0.00000009,0.0123,0.24,1.0944,322.92
0.04,0.0004,0.06,0.0123,0.22,1.0749,318.64
0.00000163,0.0004,0.00000008,0.0123,0.22,1.0294,287.41
0.00000163,0.02,0.00000008,0.0123,0.24,1.0293,307.6
0.01,0.06,0.00000008,0.0123,0.08,1.1028,324.02
0.00000163,0.0004,0.01,0.0123,0.18,1.0306,292.48
0.00000163,0.0004,0.00000008,0.0123,0.22,1.0306,288.57
0.02,0.0004,0.08,0.0123,0.19,1.0323,311.03
0.00000163,0.0004,0.00000009,0.0123,0.16,1.0306,288.61
0.005,0.0004,0.00000007,0.0123,0.21,1.0306,306.24
0.00000163,0.04,0.03,0.0123,0.23,1.0685,311.69
0.025,0.0004,0.00000008,0.0123,0.24,1.1065,314.89
0.01,0.01,0.00000008,0.0123,0.21,1.0546,316.85
0.01,0.02,0.00000008,0.0123,0.02,1.0699,318.19
0.02,0.0004,0.00000008,0.0123,0.06,1.0725,309.56
0.03,0.0004,0.03,0.0123,0.16,1.0694,314.65
0.02,0.06,0.00000008,0.0123,0.23,1.1004,325.29
0.01,0.03,0.00000008,0.0123,0.1,1.0844,320.96
0.00000163,0.0004,0.09,0.0123,0.21,1.0297,290.79
0.005,0.03,0.00000008,0.0123,0.21,1.0843,320.71
0.07,0.0004,0.02,0.0123,0.22,1.0941,317.06
0.015,0.02,0.00000008,0.0123,0.22,1.1119,322.09
0.005,0.02,0.00000008,0.0123,0.21,1.0658,318.63
0.04,0.02,0.05,0.0123,0.26,1.0683,322.95
0.005,0.03,0.00000008,0.0123,0.24,1.08,320.54
0.00000163,0.05,0.00000008,0.0123,0.17,1.0306,312.02
0.015,0.06,0.00000008,0.0123,0.2,1.1405,325.93
0.01,0.01,0.00000008,0.0123,0.16,1.0573,316.75
0.02,0.09,0.00000008,0.0123,0.16,1.1614,327.94
0.06,0.0004,0.02,0.0123,0.21,1.0945,316.16
0.005,0.0004,0.00000008,0.0123,0.08,1.0306,306.28
0.02,0.01,0.02,0.0123,0.12,1.1148,320.2
0.02,0.06,0.05,0.0123,0.26,1.1584,326.63
0.03,0.1,0.01,0.0123,0.19,1.112,328.19
0.02,0.08,0.02,0.0123,0.25,1.1352,327.06
0.03,0.07,0.00000008,0.0123,0.18,1.1366,327.38
0.04,0.03,0.00000008,0.0123,0.16,1.1464,325.35
0.03,0.0004,0.00000007,0.0123,0.21,1.107,316
0.00000163,0.08,0.00000008,0.0123,0.23,1.1081,318.84
0.03,0.02,0.06,0.0123,0.19,1.0656,321.92
0.00000163,0.03,0.00000008,0.0123,0.22,1.0573,310.86
0.01,0.02,0.00000008,0.0123,0.28,1.0734,319.93
0.00000163,0.07,0.00000008,0.0123,0.22,1.1065,318.13
0.03,0.0004,0.01,0.0123,0.24,1.0795,312.35
0.05,0.0004,0.00000008,0.0123,0.3,1.0293,314.35
0.005,0.01,0.00000008,0.0123,0.06,1.0627,315.1
0.02,0.0004,0.1,0.0123,0.21,1.08,312.58
0.04,0.04,0.00000008,0.0123,0.21,1.1388,326.07
0.04,0.0004,0.04,0.0123,0.31,1.0873,314.2
0.01,0.0004,0.00000008,0.0123,0.24,1.0306,308.76
0.01,0.09,0.00000008,0.0123,0.21,1.1151,326.14
0.03,0.03,0.00000008,0.0123,0.2,1.1457,324.8
0.00000163,0.06,0.07,0.0123,0.27,1.0886,313.59
0.00000163,0.0004,0.05,0.0123,0.19,1.0294,289.83
0.02,0.0004,0.00000009,0.0123,0.24,1.0709,317.61
0.01,0.07,0.00000008,0.0123,0.21,1.106,325.13
0.015,0.06,0.00000008,0.0123,0.12,1.1409,325.59
0.005,0.0004,0.00000008,0.0123,0.24,1.0306,306.13
0.00000163,0.0004,0.02,0.0123,0.13,1.0355,287.12
0.015,0.0004,0.00000007,0.0123,0.21,1.0627,316.46
0.00000163,0.0004,0.02,0.0123,0.08,1.035,287.53
0.015,0.0004,0.00000009,0.0123,0.26,1.0635,316.34
0.015,0.04,0.00000008,0.0123,0.22,1.1285,324.26
0.00000163,0.1,0.00000008,0.0123,0.32,1.1089,320.31
0.00000163,0.01,0.05,0.0123,0.29,1.0519,303.36
0.005,0.01,0.00000008,0.0123,0.5,1.0589,314.17
0.04,0.02,0.00000008,0.0123,0.21,1.138,323.91
0.005,0.0004,0.00000008,0.0123,0.35,1.0305,305.79
0.00000163,0.01,0.05,0.0123,0.24,1.0549,304.44
0.00000163,0.0004,0.00000008,0.0123,0.12,1.0306,288.62
0.00000163,0.0004,0.00000008,0.0123,0.45,1.0293,288.36
0.04,0.0004,0.00000008,0.0123,0.16,1.0817,312.86
0.015,0.0004,0.00000008,0.0123,0.24,1.0632,316.32
0.00000163,0.04,0.1,0.0123,0.24,1.036,305.79
0.02,0.0004,0.00000009,0.0123,0.24,1.0715,317.65
0.03,0.0004,0.08,0.0123,0.21,1.0771,311.79
0.05,0.07,0.02,0.0123,0.26,1.0981,327.54
0.03,0.05,0.01,0.0123,0.15,1.0909,324.9
0.02,0.05,0.00000008,0.0123,0.21,1.141,325.62
0.00000163,0.02,0.08,0.0123,0.28,1.0668,308.02
0.00000163,0.02,0.01,0.0123,0.2,1.0659,305.12
0.01,0.01,0.08,0.0123,0.18,1.1051,317.67
0.00000163,0.09,0.04,0.0123,0.2,1.0817,315.77
0.025,0.01,0.00000008,0.0123,0.24,1.1156,320.7
0.07,0.0004,0.03,0.0123,0.25,1.0845,318.12
0.09,0.02,0.03,0.0123,0.19,1.1359,325.23
0.05,0.09,0.00000008,0.0123,0.21,1.1692,329.52
0.00000163,0.01,0.00000008,0.0123,0.4,1.06,304.75
0.015,0.04,0.00000008,0.0123,0.2,1.1312,324.34
0.00000163,0.04,0.04,0.0123,0.21,1.0656,310.82
0.025,0.0004,0.00000008,0.0123,0.22,1.1008,315.04
0.00000163,0.01,0.00000008,0.0123,0.14,1.0549,305.2
0.02,0.01,0.00000008,0.0123,0.13,1.0549,318.01
0.005,0.05,0.00000008,0.0123,0.21,1.0958,321.36
0.015,0.04,0.00000008,0.0123,0.28,1.1287,324.37
0.00000163,0.02,0.00000009,0.0123,0.14,1.0306,307.86
0.07,0.04,0.03,0.0123,0.19,1.1339,326.27
0.02,0.01,0.06,0.0123,0.27,1.1164,320.34
0.03,0.0004,0.04,0.0123,0.25,1.0298,312.67
0.03,0.0004,0.00000008,0.0123,0.26,1.1064,313.37
0.04,0.0004,0.00000008,0.0123,0.23,1.0818,312.98
0.05,0.0004,0.00000008,0.0123,0.21,1.1031,316.18
0.01,0.01,0.00000008,0.0123,0.2,1.0574,316.91
0.01,0.07,0.00000008,0.0123,0.21,1.1269,325.46
0.02,0.0004,0.08,0.0123,0.23,1.0328,310.92
0.015,0.02,0.00000008,0.0123,0.2,1.1125,321.55
0.01,0.05,0.03,0.0123,0.21,1.0841,323.08
0.005,0.03,0.00000008,0.0123,0.32,1.0784,320.8
0.00000163,0.0004,0.00000008,0.0123,0.3,1.0306,288.54
0.005,0.06,0.00000009,0.0123,0.2,1.1312,324.31
0.02,0.03,0.04,0.0123,0.31,1.1336,323.61
0.00000163,0.03,0.00000008,0.0123,0.13,1.0549,310.96
0.015,0.0004,0.00000008,0.0123,0.22,1.0634,316.27
0.005,0.03,0.00000008,0.0123,0.3,1.0814,320.77
0.01,0.0004,0.00000008,0.0123,0.16,1.0294,308.87
0.00000163,0.1,0.03,0.0123,0.19,1.1163,317.24
0.03,0.01,0.00000008,0.0123,0.2,1.1093,320.7
0.01,0.01,0.00000007,0.0123,0.24,1.0547,314.67
0.005,0.02,0.00000008,0.0123,0.21,1.0681,318.64
0.00000163,0.0004,0.00000008,0.0123,0.18,1.0306,288.59
0.02,0.01,0.00000008,0.0123,0.27,1.0545,318.36
0.02,0.05,0.04,0.0123,0.25,1.0896,324.39
0.02,0.11,0.02,0.0123,0.2,1.1521,328.51
0.005,0.02,0.00000008,0.0123,0.18,1.066,318.6
0.05,0.03,0.00000008,0.0123,0.27,1.0832,323.91
0.00000163,0.03,0.01,0.0123,0.27,1.0785,311.82
0.005,0.0004,0.00000008,0.0123,0.06,1.0308,306.38
0.00000163,0.15,0.00000008,0.0123,0.22,1.1186,311.2
0.02,0.0004,0.03,0.0123,0.23,1.0818,317.73
0.02,0.08,0.01,0.0123,0.2,1.1668,327.74
0.00000163,0.04,0.04,0.0123,0.2,1.0649,313.16
0.00000163,0.01,0.00000007,0.0123,0.21,1.0306,303.82
0.00000163,0.02,0.00000008,0.0123,0.32,1.0747,309.63
0.02,0.04,0.00000008,0.0123,0.22,1.1338,325.15
0.00000163,0.12,0.01,0.0123,0.21,1.1072,319.6
0.02,0.0004,0.00000008,0.0123,0.24,1.0709,317.61
0.03,0.0004,0.00000008,0.0123,0.26,1.1064,313.37
0.03,0.05,0.00000008,0.0123,0.22,1.1606,326.88
0.00000163,0.05,0.00000008,0.0123,0.1,1.0971,316.26
0.00000163,0.0004,0.09,0.0123,0.22,1.0332,292.13
0.03,0.02,0.03,0.0123,0.21,1.1247,322.71
0.01,0.0004,0.00000007,0.0123,0.14,1.0306,309.14
0.015,0.0004,0.00000008,0.0123,0.22,1.0634,316.32
0.005,0.0004,0.00000008,0.0123,0.4,1.0304,305.61
0.03,0.0004,0.00000008,0.0123,0.21,1.0712,311.74
0.025,0.0004,0.00000008,0.0123,0.21,1.1012,315.07
0.01,0.0004,0.00000008,0.0123,0.18,1.0293,308.81
0.015,0.04,0.00000008,0.0123,0.22,1.128,324.23
0.05,0.01,0.07,0.0123,0.21,1.0506,320.05
0.01,0.03,0.03,0.0123,0.25,1.0771,321.48
0.03,0.01,0.00000008,0.0123,0.26,1.1198,321.16
0.025,0.0004,0.00000008,0.0123,0.14,1.075,314.67
0.00000163,0.08,0.00000008,0.0123,0.3,1.0988,318.27
0.01,0.03,0.02,0.0123,0.16,1.0747,321.36
0.00000163,0.01,0.08,0.0123,0.16,1.0572,303.15
0.00000163,0.03,0.00000008,0.0123,0.2,1.0547,310.08
0.02,0.11,0.01,0.0123,0.19,1.1525,328.5
0.05,0.05,0.02,0.0123,0.22,1.1675,327.12
0.035,0.07,0.00000008,0.0123,0.21,1.1692,328.48
0.02,0.0004,0.02,0.0123,0.27,1.0858,311.52
0.005,0.07,0.00000008,0.0123,0.28,1.1069,324.65
0.00000163,0.14,0.00000008,0.0123,0.19,1.106,322.06
0.005,0.01,0.00000008,0.0123,0.16,1.0548,315.43
0.01,0.03,0.00000008,0.0123,0.08,1.0875,320.87
0.005,0.03,0.00000008,0.0123,0.14,1.0801,320.06
0.015,0.0004,0.00000008,0.0123,0.06,1.0637,308.28
0.00000163,0.0004,0.00000008,0.0123,0.14,1.0294,287.42
0.01,0.0004,0.00000008,0.0123,0.16,1.0306,309.07
0.01,0.03,0.00000008,0.0123,0.22,1.1033,322.12
0.01,0.06,0.00000008,0.0123,0.22,1.1007,324.36
0.01,0.04,0.00000009,0.0123,0.16,1.0868,322.37
0.04,0.0004,0.00000008,0.0123,0.26,1.0947,316.64
0.00000163,0.04,0.00000009,0.0123,0.32,1.0874,314.13
0.03,0.1,0.00000008,0.0123,0.26,1.1593,327.8
0.02,0.01,0.00000009,0.0123,0.14,1.103,319.86
0.00000163,0.04,0.08,0.0123,0.2,1.0328,310.87
0.005,0.01,0.00000009,0.0123,0.2,1.0614,315.8
0.02,0.03,0.00000008,0.0123,0.24,1.1271,323.69
0.00000163,0.08,0.00000009,0.0123,0.28,1.0999,318.26
0.00000163,0.0004,0.07,0.0123,0.31,1.0339,295.73
0.01,0.03,0.00000008,0.0123,0.28,1.0787,321.5
0.025,0.01,0.00000009,0.0123,0.16,1.1129,320.66
0.00000163,0.01,0.08,0.0123,0.21,1.0579,304.57
0.02,0.0004,0.00000007,0.0123,0.21,1.0719,317.77
0.00000163,0.0004,0.00000009,0.0123,0.28,1.0306,288.56
0.01,0.0004,0.05,0.0123,0.23,1.0323,308.09
0.05,0.04,0.01,0.0123,0.27,1.1443,328.68
0.005,0.02,0.00000007,0.0123,0.18,1.0683,318.6
0.06,0.0004,0.00000008,0.0123,0.24,1.1031,318.56
0.01,0.01,0.02,0.0123,0.25,1.0937,317.29
0.03,0.05,0.00000008,0.0123,0.21,1.1539,326.75
0.01,0.0004,0.07,0.0123,0.26,1.0339,310.69
0.01,0.0004,0.01,0.0123,0.18,1.0354,311.11
0.00000163,0.02,0.00000008,0.0123,0.1,1.0306,307.94
0.00000163,0.05,0.00000008,0.0123,0.16,1.0927,315.89
0.05,0.03,0.00000008,0.0123,0.21,1.1516,325.78
0.01,0.0004,0.00000007,0.0123,0.22,1.0306,308.86
0.05,0.0004,0.06,0.0123,0.2,1.0327,314.63
0.04,0.01,0.03,0.0123,0.17,1.1126,323.26
0.01,0.06,0.00000008,0.0123,0.21,1.1009,324.31
0.015,0.06,0.00000008,0.0123,0.22,1.1409,326.07
0.00000163,0.02,0.02,0.0123,0.31,1.0737,304.63
0.03,0.1,0.05,0.0123,0.21,1.1778,329
0.04,0.0004,0.00000008,0.0123,0.18,1.0995,317.04
0.01,0.01,0.05,0.0123,0.2,1.0931,317.29
0.00000163,0.07,0.03,0.0123,0.23,1.0644,315.46
0.00000163,0.09,0.00000008,0.0123,0.2,1.1072,319.27
0.00000163,0.01,0.00000008,0.0123,0.25,1.0306,303.74
0.00000163,0.01,0.00000009,0.0123,0.16,1.0306,303.85
0.005,0.08,0.00000008,0.0123,0.21,1.1122,325.51
0.01,0.0004,0.00000008,0.0123,0.12,1.0294,308.98
0.00000163,0.02,0.08,0.0123,0.17,1.0676,308.55
0.01,0.02,0.02,0.0123,0.24,1.1229,320.51
0.005,0.01,0.00000007,0.0123,0.2,1.0574,313.2
0.00000163,0.15,0.00000008,0.0123,0.24,1.1187,311.11
0.03,0.05,0.00000008,0.0123,0.22,1.1475,326.69
0.025,0.04,0.00000008,0.0123,0.2,1.1436,325.53
0.025,0.08,0.00000008,0.0123,0.22,1.1643,329.05
0.015,0.02,0.00000007,0.0123,0.22,1.1021,321.24
0.00000163,0.0004,0.01,0.0123,0.2,1.0294,292.44
0.025,0.03,0.00000008,0.0123,0.06,1.131,323.48
0.00000163,0.02,0.00000008,0.0123,0.25,1.0717,309.69
0.00000163,0.02,0.00000008,0.0123,0.3,1.0306,307.56
0.04,0.02,0.01,0.0123,0.29,1.1357,323.44
0.00000163,0.04,0.04,0.0123,0.19,1.0668,315.8
0.01,0.03,0.00000008,0.0123,0.17,1.0788,321.35
0.03,0.02,0.00000008,0.0123,0.12,1.1285,323.16
0.03,0.04,0.00000008,0.0123,0.27,1.1351,325.77
0.00000163,0.07,0.03,0.0123,0.21,1.1011,315.24
0.005,0.04,0.00000008,0.0123,0.14,1.0893,321.65
0.01,0.05,0.06,0.0123,0.17,1.1377,323.99
0.02,0.06,0.00000008,0.0123,0.21,1.1442,326.4
0.00000163,0.01,0.00000009,0.0123,0.2,1.0306,303.84
0.00000163,0.01,0.08,0.0123,0.16,1.0579,304.06
0.01,0.02,0.00000008,0.0123,0.28,1.0675,319.82
0.00000163,0.0004,0.00000008,0.0123,0.16,1.0294,287.42
0.01,0.0004,0.03,0.0123,0.24,1.0295,308.24
0.01,0.03,0.00000009,0.0123,0.12,1.0834,321.29
0.00000163,0.04,0.02,0.0123,0.21,1.0845,312.38
0.00000163,0.01,0.00000008,0.0123,0.1,1.0612,305.61
0.00000163,0.06,0.00000008,0.0123,0.14,1.0901,316.6
0.02,0.0004,0.00000008,0.0123,0.22,1.0717,317.76
0.02,0.04,0.00000008,0.0123,0.24,1.0859,323.56
0.00000163,0.0004,0.06,0.0123,0.25,1.0298,290.72
0.04,0.0004,0.00000008,0.0123,0.14,1.0971,316.31
0.00000163,0.0004,0.00000008,0.0123,0.24,1.0294,287.41
0.00000163,0.11,0.00000008,0.0123,0.21,1.1149,319.97
0.1,0.01,0.00000008,0.0123,0.25,1.1187,322.36
0.04,0.09,0.00000008,0.0123,0.21,1.1793,329.42
0.00000163,0.02,0.00000009,0.0123,0.28,1.068,309.47
0.00000163,0.05,0.02,0.0123,0.19,1.0815,312.99
0.00000163,0.03,0.00000008,0.0123,0.32,1.0788,311.72
0.015,0.01,0.00000008,0.0123,0.14,1.1029,319.21
0.01,0.04,0.00000008,0.0123,0.21,1.0905,322.87
0.01,0.02,0.00000008,0.0123,0.08,1.0688,319.12
0.005,0.02,0.00000009,0.0123,0.2,1.0682,318.65
0.01,0.02,0.00000008,0.0123,0.26,1.0656,319.73
0.015,0.01,0.00000008,0.0123,0.3,1.0962,319.48
0.03,0.08,0.00000008,0.0123,0.19,1.1589,328.37
0.01,0.0004,0.02,0.0123,0.24,1.0792,309.41
0.01,0.04,0.02,0.0123,0.25,1.1348,323.34
0.00000163,0.02,0.00000008,0.0123,0.18,1.0294,307.71
0.00000163,0.03,0.00000008,0.0123,0.24,1.0807,312.62
0.035,0.0004,0.00000008,0.0123,0.21,1.0944,316.15
0.04,0.07,0.00000008,0.0123,0.21,1.1652,328.56
0.02,0.02,0.00000008,0.0123,0.04,1.1116,320.92
0.005,0.02,0.00000009,0.0123,0.32,1.0745,319.08
0.01,0.0004,0.00000009,0.0123,0.28,1.0306,308.64
0.02,0.01,0.00000008,0.0123,0.16,1.1029,319.94
0.01,0.07,0.08,0.0123,0.21,1.1244,322.4
0.07,0.04,0.03,0.0123,0.23,1.1414,327.17
0.00000163,0.0004,0.09,0.0123,0.21,1.0351,290.23
0.01,0.04,0.00000008,0.0123,0.24,1.0927,323.19
0.02,0.03,0.00000008,0.0123,0.28,1.1401,324.09
0.03,0.0004,0.00000009,0.0123,0.22,1.1068,315.05
0.01,0.03,0.00000008,0.0123,0.1,1.0869,321.02
0.02,0.01,0.03,0.0123,0.26,1.1135,320.45
0.025,0.02,0.00000008,0.0123,0.32,1.1326,323.4
0.015,0.04,0.00000008,0.0123,0.24,1.1345,324.84
0.04,0.04,0.03,0.0123,0.19,1.1339,325.54
0.005,0.08,0.00000008,0.0123,0.08,1.1141,325.02
0.02,0.0004,0.00000008,0.0123,0.23,1.0293,311.73
0.005,0.04,0.00000008,0.0123,0.21,1.0886,321.65
