concentration_CH4,concentration_CO2,concentration_H2,concentration_H2O,concentration_O2,pressure_bar,temperature_kelvin
0.01,0.03,0.04,0.0123,0.26,1.074,321.19
0.02,0.08,0.02,0.0123,0.2,1.1414,325.05
0.04,0.0004,0.01,0.0123,0.21,1.069,315.41
0.01,0.0004,0.00000008,0.0123,0.14,1.0306,309.12
0.04,0.01,0.00000008,0.0123,0.32,1.127,322.14
0.01,0.05,0.05,0.0123,0.26,1.144,324.07
0.01,0.0004,0.00000008,0.0123,0.25,1.0306,308.74
0.01,0.05,0.04,0.0123,0.2,1.085,323.18
0.04,0.04,0.02,0.0123,0.21,1.1576,328.25
0.01,0.05,0.00000008,0.0123,0.24,1.0952,323.76
0.01,0.0004,0.00000009,0.0123,0.2,1.0294,308.75
0.01,0.03,0.00000008,0.0123,0.28,1.0788,321.5
0.00000163,0.02,0.00000008,0.0123,0.08,1.0686,309.71
0.005,0.04,0.00000008,0.0123,0.28,1.0856,321.73
0.00000163,0.02,0.00000008,0.0123,0.06,1.0308,308.05
0.03,0.01,0.00000008,0.0123,0.12,1.1162,320.51
0.01,0.09,0.01,0.0123,0.26,1.1372,326.63
0.00000163,0.02,0.06,0.0123,0.24,1.0666,307.97
0.025,0.04,0.00000009,0.0123,0.21,1.1438,325.5
0.02,0.08,0.00000008,0.0123,0.21,1.1541,327.77
0.00000163,0.01,0.03,0.0123,0.25,1.0548,304.23
0.02,0.06,0.00000009,0.0123,0.24,1.1506,326.67
0.00000163,0.03,0.00000008,0.0123,0.21,1.0788,312.05
0.015,0.02,0.00000008,0.0123,0.26,1.1196,322.36
0.025,0.0004,0.00000008,0.0123,0.14,1.071,314.42
0.045,0.02,0.00000008,0.0123,0.21,1.1397,324.2
0.00000163,0.0004,0.00000008,0.0123,0.55,1.0303,287.19
0.00000163,0.0004,0.00000008,0.0123,0.14,1.0294,288.58
0.00000163,0.01,0.02,0.0123,0.14,1.0549,300.29
0.02,0.04,0.00000008,0.0123,0.33,1.1515,326.4
0.015,0.0004,0.00000008,0.0123,0.21,1.0626,316.47
0.00000163,0.02,0.00000009,0.0123,0.2,1.0751,309.8
0.015,0.04,0.00000008,0.0123,0.21,1.1279,324.2
0.00000163,0.01,0.00000008,0.0123,0.18,1.0613,305.39
0.005,0.04,0.00000009,0.0123,0.2,1.087,321.77
0.00000163,0.0004,0.04,0.0123,0.27,1.0293,294.55
0.00000163,0.08,0.00000008,0.0123,0.24,1.1084,318.81
0.05,0.03,0.08,0.0123,0.19,1.0726,324.49
0.04,0.04,0.00000008,0.0123,0.18,1.1558,326.29
0.02,0.0004,0.00000009,0.0123,0.4,1.1053,312.04
0.015,0.02,0.00000008,0.0123,0.16,1.1164,321.78
0.035,0.02,0.00000008,0.0123,0.22,1.1353,323.67
0.00000163,0.07,0.00000008,0.0123,0.21,1.0658,316.27
0.005,0.01,0.00000009,0.0123,0.35,1.0566,315.77
0.005,0.0004,0.00000008,0.0123,0.12,1.0294,306.01
0.005,0.0004,0.00000009,0.0123,0.24,1.0306,306.13
0.005,0.04,0.00000008,0.0123,0.21,1.0866,321.83
0.005,0.0004,0.00000008,0.0123,0.26,1.0306,306.08
0.05,0.04,0.05,0.0123,0.22,1.0799,324.62
0.00000163,0.05,0.00000007,0.0123,0.24,1.0786,315.05
0.02,0.02,0.00000009,0.0123,0.16,1.1164,322.32
0.02,0.0004,0.04,0.0123,0.26,1.0796,314.03
0.04,0.01,0.00000008,0.0123,0.06,1.1201,320.94
0.005,0.0004,0.00000008,0.0123,0.32,1.0305,305.9
0.01,0.02,0.00000008,0.0123,0.08,1.0751,319.27
0.015,0.05,0.00000008,0.0123,0.16,1.1362,325.08
0.03,0.0004,0.00000008,0.0123,0.16,1.108,316.06
0.00000163,0.07,0.00000008,0.0123,0.24,1.1071,318.07
0.04,0.02,0.04,0.0123,0.19,1.1255,327.27
0.005,0.06,0.00000008,0.0123,0.14,1.1013,323.2
0.01,0.0004,0.00000009,0.0123,0.21,1.0306,308.91
0.00000163,0.06,0.00000008,0.0123,0.21,1.0845,315.87
0.02,0.02,0.02,0.0123,0.27,1.0611,321.55
0.00000163,0.08,0.00000008,0.0123,0.32,1.0984,318.19
0.00000163,0.01,0.00000009,0.0123,0.14,1.0618,305.52
0.03,0.01,0.02,0.0123,0.13,1.1235,320.14
0.02,0.03,0.03,0.0123,0.21,1.0743,322.49
0.005,0.03,0.00000009,0.0123,0.21,1.083,320.42
0.02,0.06,0.00000008,0.0123,0.22,1.146,326.43
0.00000163,0.03,0.00000008,0.0123,0.13,1.0765,312.08
0.01,0.01,0.00000008,0.0123,0.18,1.0547,316.81
0.02,0.04,0.00000008,0.0123,0.08,1.1298,324.27
0.01,0.02,0.00000008,0.0123,0.16,1.0684,319.54
0.015,0.01,0.00000007,0.0123,0.24,1.0991,319.4
0.01,0.04,0.00000007,0.0123,0.16,1.1169,323.61
0.04,0.02,0.03,0.0123,0.25,1.1231,323.15
0.04,0.04,0.02,0.0123,0.24,1.0828,325.42
0.01,0.01,0.00000009,0.0123,0.21,1.0606,317.06
0.005,0.04,0.00000008,0.0123,0.14,1.09,321.48
0.00000163,0.0004,0.00000008,0.0123,0.26,1.0306,288.57
0.03,0.02,0.00000008,0.0123,0.24,1.1328,323.3
0.03,0.0004,0.00000008,0.0123,0.24,1.1065,314.99
0.005,0.02,0.00000007,0.0123,0.24,1.0678,318.78
0.02,0.0004,0.00000008,0.0123,0.21,1.0712,317.74
0.03,0.05,0.00000008,0.0123,0.2,1.1609,326.54
0.02,0.01,0.00000008,0.0123,0.32,1.0948,320.19
0.01,0.02,0.02,0.0123,0.19,1.0602,320
0.01,0.05,0.05,0.0123,0.26,1.1475,324.3
0.005,0.0004,0.00000009,0.0123,0.08,1.0308,306.36
0.05,0.01,0.05,0.0123,0.18,1.1315,322.16
0.04,0.02,0.00000008,0.0123,0.14,1.1348,323.84
0.005,0.0004,0.00000008,0.0123,0.3,1.0293,305.79
0.00000163,0.0004,0.00000008,0.0123,0.12,1.0306,288.62
0.005,0.06,0.00000008,0.0123,0.14,1.1021,323.22
0.025,0.0004,0.00000008,0.0123,0.08,1.0702,314.42
0.06,0.01,0.01,0.0123,0.24,1.1068,322.79
0.00000163,0.04,0.04,0.0123,0.13,1.0815,310.97
0.005,0.0004,0.00000008,0.0123,0.32,1.0305,305.88
0.01,0.05,0.00000008,0.0123,0.1,1.0997,323.19
0.08,0.02,0.00000008,0.0123,0.22,1.1349,325.06
0.01,0.01,0.08,0.0123,0.21,1.0524,317.49
0.00000163,0.0004,0.03,0.0123,0.16,1.0355,287.38
0.00000163,0.0004,0.00000009,0.0123,0.25,1.0306,288.58
0.00000163,0.01,0.08,0.0123,0.18,1.0548,303.12
0.00000163,0.03,0.00000008,0.0123,0.18,1.0608,311.12
0.02,0.05,0.00000008,0.0123,0.22,1.1409,325.7
0.04,0.0004,0.00000008,0.0123,0.26,1.0878,317.15
0.00000163,0.01,0.00000008,0.0123,0.16,1.0306,303.86
0.01,0.05,0.09,0.0123,0.22,1.0671,322.37
0.04,0.01,0.09,0.0123,0.21,1.0573,320.43
0.02,0.03,0.00000008,0.0123,0.21,1.1278,323.59
0.05,0.05,0.04,0.0123,0.23,1.1462,327.33
0.03,0.02,0.08,0.0123,0.18,1.0678,322.16
0.00000163,0.04,0.00000008,0.0123,0.24,1.0657,313.03
0.005,0.0004,0.00000007,0.0123,0.16,1.0294,305.92
0.02,0.04,0.02,0.0123,0.23,1.0828,324.03
0.015,0.08,0.00000008,0.0123,0.22,1.1514,327.19
0.00000163,0.04,0.00000007,0.0123,0.12,1.0899,314.63
0.06,0.04,0.02,0.0123,0.26,1.1516,326.82
0.01,0.02,0.03,0.0123,0.2,1.066,319.87
0.015,0.0004,0.00000008,0.0123,0.08,1.0762,309.82
0.00000163,0.05,0.00000008,0.0123,0.25,1.0823,314.44
0.005,0.0004,0.00000008,0.0123,0.02,1.0311,307.32
0.03,0.01,0.02,0.0123,0.24,1.118,320.76
0.025,0.03,0.00000008,0.0123,0.26,1.1377,324.36
0.00000163,0.05,0.00000008,0.0123,0.18,1.0847,315.3
0.04,0.01,0.00000008,0.0123,0.14,1.1224,321.62
0.04,0.03,0.01,0.0123,0.19,1.1364,325.42
0.02,0.02,0.00000008,0.0123,0.21,1.1245,322.28
0.015,0.07,0.00000008,0.0123,0.14,1.1485,326.44
0.02,0.01,0.06,0.0123,0.2,1.1122,317.5
0.00000163,0.02,0.00000009,0.0123,0.08,1.0732,310.18
0.00000163,0.0004,0.11,0.0123,0.26,1.0333,293.78
0.005,0.0004,0.00000009,0.0123,0.18,1.0638,310.33
0.00000163,0.0004,0.00000008,0.0123,0.4,1.0293,288.4
0.00000163,0.05,0.00000008,0.0123,0.26,1.0864,315.31
0.01,0.11,0.04,0.0123,0.21,1.1434,327.21
0.035,0.02,0.00000008,0.0123,0.28,1.1358,323.83
0.025,0.0004,0.00000008,0.0123,0.2,1.1012,315.17
0.02,0.02,0.00000008,0.0123,0.21,1.1169,322.5
0.00000163,0.05,0.00000008,0.0123,0.22,1.0871,315.45
0.00000163,0.07,0.03,0.0123,0.23,1.0975,315.22
0.00000163,0.04,0.00000008,0.0123,0.3,1.0736,313.18
0.00000163,0.02,0.00000007,0.0123,0.08,1.0308,308
0.01,0.0004,0.02,0.0123,0.27,1.0358,310.88
0.00000163,0.02,0.00000008,0.0123,0.5,1.0303,307.16
0.025,0.02,0.00000008,0.0123,0.32,1.1326,323.4
0.05,0.0004,0.00000008,0.0123,0.22,1.1033,316.84
0.02,0.07,0.00000008,0.0123,0.22,1.1499,327.09
0.02,0.03,0.07,0.0123,0.19,1.0792,323.13
0.025,0.01,0.00000008,0.0123,0.12,1.111,319.99
0.04,0.04,0.04,0.0123,0.17,1.1643,324.96
0.00000163,0.07,0.00000008,0.0123,0.26,1.0935,317.49
0.01,0.06,0.01,0.0123,0.24,1.1525,325.43
0.005,0.08,0.00000008,0.0123,0.16,1.1124,324.64
0.01,0.02,0.00000008,0.0123,0.24,1.0678,319.67
0.01,0.0004,0.06,0.0123,0.24,1.0336,310.58
0.005,0.01,0.00000008,0.0123,0.3,1.0599,315.86
0.015,0.06,0.00000008,0.0123,0.2,1.1402,326.3
0.005,0.05,0.00000008,0.0123,0.12,1.0997,322.44
0.005,0.0004,0.00000009,0.0123,0.16,1.0306,306.36
0.02,0.0004,0.02,0.0123,0.17,1.0355,308.63
0.02,0.03,0.00000008,0.0123,0.22,1.1272,323.56
0.035,0.04,0.00000008,0.0123,0.2,1.1515,326.32
0.015,0.07,0.00000008,0.0123,0.2,1.1498,326.7
0.025,0.02,0.00000008,0.0123,0.24,1.1284,322.88
0.005,0.01,0.00000008,0.0123,0.12,1.0574,315.43
0.00000163,0.07,0.00000008,0.0123,0.28,1.0991,317.85
0.02,0.0004,0.00000009,0.0123,0.26,1.0712,317.6
0.005,0.03,0.00000008,0.0123,0.22,1.0806,320.51
0.00000163,0.04,0.00000009,0.0123,0.24,1.0859,314.3
0.05,0.0004,0.00000008,0.0123,0.25,1.0293,314.69
0.025,0.0004,0.00000008,0.0123,0.26,1.1009,314.28
0.01,0.03,0.00000008,0.0123,0.17,1.082,321.4
0.05,0.0004,0.00000008,0.0123,0.25,1.0818,317.4
0.00000163,0.0004,0.00000009,0.0123,0.28,1.0294,288.53
0.00000163,0.02,0.00000008,0.0123,0.2,1.0294,306.93
0.00000163,0.01,0.00000008,0.0123,0.22,1.0294,303.73
0.01,0.02,0.00000008,0.0123,0.16,1.0661,319.5
0.00000163,0.0004,0.03,0.0123,0.14,1.0294,293.74
0.005,0.05,0.00000008,0.0123,0.24,1.0942,323.04
0.02,0.02,0.00000008,0.0123,0.14,1.1165,321.79
0.03,0.0004,0.00000008,0.0123,0.22,1.0711,311.74
0.00000163,0.01,0.00000008,0.0123,0.6,1.0591,304.22
0.00000163,0.06,0.00000008,0.0123,0.24,1.0862,316.27
0.01,0.07,0.00000008,0.0123,0.2,1.1062,325.07
0.01,0.0004,0.00000008,0.0123,0.18,1.0294,308.81
0.015,0.05,0.00000008,0.0123,0.12,1.1321,325.01
0.02,0.0004,0.00000008,0.0123,0.06,1.0752,313.02
0.01,0.0004,0.00000008,0.0123,0.32,1.0306,308.48
0.01,0.05,0.00000008,0.0123,0.16,1.0988,323.93
0.015,0.03,0.00000009,0.0123,0.22,1.1215,323.32
0.00000163,0.01,0.00000008,0.0123,0.22,1.0572,305.11
0.00000163,0.0004,0.11,0.0123,0.25,1.0334,293.86
0.00000163,0.0004,0.00000009,0.0123,0.24,1.0306,288.58
0.00000163,0.06,0.00000008,0.0123,0.16,1.0906,316.6
0.01,0.06,0.00000007,0.0123,0.21,1.1013,324.31
0.04,0.01,0.02,0.0123,0.19,1.0554,320.45
0.00000163,0.01,0.00000008,0.0123,0.5,1.0303,303.26
0.025,0.0004,0.00000008,0.0123,0.25,1.1064,314.88
0.05,0.0004,0.01,0.0123,0.19,1.0877,316.71
0.035,0.0004,0.00000008,0.0123,0.22,1.0852,316.42
0.005,0.05,0.00000009,0.0123,0.26,1.0993,323.25
0.00000163,0.05,0.00000008,0.0123,0.21,1.0766,315.05
0.015,0.0004,0.00000008,0.0123,0.4,1.0623,315.74
0.02,0.0004,0.00000008,0.0123,0.18,1.0294,311.58
0.01,0.0004,0.00000008,0.0123,0.12,1.0294,308.66
0.00000163,0.01,0.01,0.0123,0.29,1.0382,309.45
0.005,0.01,0.00000008,0.0123,0.1,1.0623,315.45
0.01,0.01,0.00000008,0.0123,0.02,1.0591,315.71
0.00000163,0.03,0.00000007,0.0123,0.26,1.061,310.98
0.01,0.08,0.00000008,0.0123,0.16,1.1134,325.62
0.03,0.0004,0.09,0.0123,0.23,1.0347,311.11
0.03,0.07,0.02,0.0123,0.18,1.1369,325.15
0.00000163,0.04,0.00000009,0.0123,0.18,1.0934,314.63
0.005,0.01,0.00000009,0.0123,0.1,1.0577,315.34
0.09,0.01,0.00000008,0.0123,0.23,1.1265,323.48
0.005,0.02,0.00000009,0.0123,0.21,1.0751,318.7
0.08,0.07,0.00000008,0.0123,0.21,1.174,329.33
0.04,0.01,0.02,0.0123,0.14,1.13,321.53
0.02,0.03,0.05,0.0123,0.29,1.1332,323.46
0.02,0.02,0.00000007,0.0123,0.18,1.1168,322.4
0.01,0.07,0.00000008,0.0123,0.2,1.1496,326.01
0.03,0.01,0.01,0.0123,0.23,1.1062,321.41
0.035,0.02,0.00000009,0.0123,0.28,1.1356,323.69
0.00000163,0.03,0.00000008,0.0123,0.26,1.0805,312.32
0.005,0.08,0.00000008,0.0123,0.16,1.1132,324.67
0.01,0.08,0.00000008,0.0123,0.23,1.1127,326.28
0.025,0.0004,0.00000007,0.0123,0.2,1.1022,312.72
0.01,0.02,0.01,0.0123,0.27,1.1185,321.01
0.00000163,0.1,0.03,0.0123,0.19,1.105,316.97
0.025,0.03,0.00000008,0.0123,0.3,1.1413,324.54
0.00000163,0.07,0.00000008,0.0123,0.14,1.1013,317.98
0.00000163,0.01,0.00000007,0.0123,0.16,1.0294,303.83
0.06,0.04,0.01,0.0123,0.19,1.165,326.81
0.00000163,0.0004,0.00000008,0.0123,0.29,1.0293,287.4
0.02,0.0004,0.00000007,0.0123,0.24,1.0709,317.61
0.035,0.0004,0.00000008,0.0123,0.21,1.0944,316.14
0.00000163,0.0004,0.00000008,0.0123,0.21,1.0306,288.57
0.05,0.08,0.04,0.0123,0.22,1.0977,327.87
0.01,0.02,0.00000008,0.0123,0.16,1.0748,319.74
0.00000163,0.02,0.00000007,0.0123,0.2,1.0306,307.75
0.03,0.05,0.02,0.0123,0.21,1.0908,325.37
0.005,0.07,0.00000008,0.0123,0.2,1.1075,324.22
0.00000163,0.01,0.00000008,0.0123,0.35,1.0569,304.79
0.02,0.0004,0.00000008,0.0123,0.35,1.07,317.01
0.02,0.08,0.04,0.0123,0.22,1.1328,324.78
0.00000163,0.04,0.06,0.0123,0.2,1.0779,310.85
0.00000163,0.03,0.06,0.0123,0.21,1.075,309.85
0.03,0.0004,0.00000008,0.0123,0.28,1.1062,313.32
0.01,0.04,0.07,0.0123,0.16,1.1336,324.62
0.00000163,0.01,0.00000008,0.0123,0.27,1.0605,304.21
0.07,0.02,0.03,0.0123,0.21,1.1233,323.91
0.035,0.0004,0.00000008,0.0123,0.14,1.0971,315.19
0.02,0.05,0.00000008,0.0123,0.2,1.1396,325.9
0.005,0.01,0.00000008,0.0123,0.45,1.0561,313.96
0.005,0.02,0.00000008,0.0123,0.24,1.0657,318.65
0.00000163,0.0004,0.00000008,0.0123,0.02,1.0308,288.99
0.05,0.0004,0.06,0.0123,0.22,1.0858,316.66
0.00000163,0.01,0.00000008,0.0123,0.19,1.0547,305.07
0.015,0.0004,0.00000008,0.0123,0.3,1.0632,316.15
0.00000163,0.04,0.00000007,0.0123,0.22,1.0681,313.11
0.00000163,0.0004,0.00000008,0.0123,0.6,1.0303,288.24
0.03,0.0004,0.00000009,0.0123,0.21,1.1072,316.01
0.00000163,0.07,0.00000008,0.0123,0.21,1.0971,317.76
0.00000163,0.06,0.00000008,0.0123,0.22,1.1035,317.19
0.035,0.03,0.00000008,0.0123,0.14,1.1462,324.61
0.00000163,0.0004,0.00000008,0.0123,0.06,1.0306,287.54
0.08,0.02,0.00000008,0.0123,0.18,1.1509,325.44
0.00000163,0.0004,0.00000008,0.0123,0.14,1.0294,288.58
0.00000163,0.01,0.00000009,0.0123,0.21,1.0306,303.82
0.00000163,0.06,0.00000007,0.0123,0.24,1.0864,316.2
0.035,0.06,0.00000008,0.0123,0.28,1.1591,327.64
0.00000163,0.03,0.00000007,0.0123,0.16,1.0618,311.2
0.00000163,0.07,0.00000009,0.0123,0.16,1.0962,317.75
0.00000163,0.0004,0.00000008,0.0123,0.04,1.0307,288.8
0.01,0.01,0.03,0.0123,0.23,1.0551,317.1
0.01,0.03,0.00000008,0.0123,0.16,1.079,321.28
0.00000163,0.04,0.00000008,0.0123,0.06,1.0749,314.13
0.00000163,0.1,0.00000008,0.0123,0.16,1.1112,319.94
0.005,0.02,0.00000008,0.0123,0.2,1.075,318.84
0.005,0.07,0.00000008,0.0123,0.22,1.1061,324.25
0.02,0.01,0.00000008,0.0123,0.21,1.1028,320.14
0.00000163,0.09,0.06,0.0123,0.23,1.0807,315.47
0.01,0.08,0.00000008,0.0123,0.21,1.1056,325.99
0.015,0.07,0.00000009,0.0123,0.21,1.144,326.66
0.00000163,0.02,0.00000008,0.0123,0.3,1.0306,307.56
0.005,0.02,0.00000008,0.0123,0.16,1.0684,318.36
0.00000163,0.03,0.00000008,0.0123,0.3,1.0778,311.75
0.04,0.01,0.02,0.0123,0.2,1.1141,322.03
0.00000163,0.02,0.05,0.0123,0.26,1.0328,307.32
0.015,0.01,0.00000007,0.0123,0.22,1.096,319.35
0.005,0.06,0.00000008,0.0123,0.16,1.1051,323.46
0.00000163,0.0004,0.00000009,0.0123,0.2,1.0306,288.58
0.01,0.06,0.00000008,0.0123,0.24,1.1044,324.63
0.03,0.05,0.02,0.0123,0.22,1.1472,324.41
0.04,0.02,0.02,0.0123,0.26,1.1416,323.53
0.00000163,0.02,0.00000009,0.0123,0.14,1.0685,309.75
0.06,0.0004,0.02,0.0123,0.22,1.0962,315.6
0.015,0.0004,0.00000008,0.0123,0.14,1.0646,308.7
0.03,0.08,0.01,0.0123,0.22,1.1479,328.02
0.00000163,0.01,0.00000008,0.0123,0.21,1.0306,303.82
0.03,0.02,0.01,0.0123,0.24,1.1275,323.54
0.005,0.06,0.00000008,0.0123,0.12,1.1012,323.1
0.05,0.01,0.00000008,0.0123,0.18,1.1321,322.31
0.005,0.03,0.00000008,0.0123,0.24,1.0826,320.55
0.01,0.03,0.00000008,0.0123,0.2,1.0857,321.46
0.00000163,0.0004,0.1,0.0123,0.21,1.0345,290.58
0.01,0.03,0.01,0.0123,0.26,1.1288,322.81
0.025,0.0004,0.00000008,0.0123,0.12,1.0708,314.43
0.00000163,0.01,0.01,0.0123,0.25,1.0546,301.57
0.00000163,0.0004,0.00000008,0.0123,0.18,1.0294,287.41
0.00000163,0.06,0.00000008,0.0123,0.12,1.0898,316.73
0.00000163,0.0004,0.00000009,0.0123,0.3,1.0306,288.54
0.01,0.03,0.00000008,0.0123,0.2,1.0817,321.47
0.03,0.0004,0.00000008,0.0123,0.26,1.1064,313.37
0.00000163,0.03,0.01,0.0123,0.14,1.0791,311.27
0.00000163,0.11,0.00000008,0.0123,0.25,1.1057,320.05
0.00000163,0.0004,0.00000009,0.0123,0.12,1.0306,288.69
0.015,0.0004,0.00000008,0.0123,0.08,1.0642,308.4
0.04,0.1,0.02,0.0123,0.19,1.105,328.28
0.035,0.03,0.00000008,0.0123,0.22,1.1467,325.23
0.03,0.02,0.00000008,0.0123,0.2,1.1328,323.31
0.00000163,0.08,0.00000008,0.0123,0.24,1.1001,318.47
0.02,0.02,0.00000008,0.0123,0.24,1.1175,322.6
0.01,0.0004,0.05,0.0123,0.3,1.0771,313.46
0.015,0.04,0.00000008,0.0123,0.04,1.1248,323.11
0.005,0.02,0.00000008,0.0123,0.16,1.0661,318.55
0.035,0.0004,0.00000008,0.0123,0.12,1.0968,316.23
0.025,0.06,0.00000008,0.0123,0.28,1.1565,327.35
0.01,0.01,0.00000007,0.0123,0.22,1.0572,316.95
0.03,0.04,0.00000008,0.0123,0.24,1.1485,326.05
0.00000163,0.0004,0.00000009,0.0123,0.14,1.0306,288.61
0.00000163,0.03,0.00000008,0.0123,0.17,1.0812,311.78
0.01,0.02,0.06,0.0123,0.23,1.0683,319.69
0.03,0.0004,0.09,0.0123,0.21,1.0355,311.8
0.005,0.0004,0.00000009,0.0123,0.14,1.0306,306.42
0.01,0.0004,0.00000009,0.0123,0.2,1.0294,308.75
0.01,0.0004,0.00000008,0.0123,0.3,1.0306,308.56
0.035,0.02,0.00000008,0.0123,0.24,1.1354,323.66
0.02,0.0004,0.00000008,0.0123,0.4,1.0705,317.14
0.03,0.04,0.00000008,0.0123,0.24,1.1504,326.06
0.04,0.07,0.04,0.0123,0.22,1.1685,328.06
0.00000163,0.02,0.00000009,0.0123,0.24,1.0306,307.68
0.02,0.05,0.00000008,0.0123,0.22,1.1462,325.81
0.00000163,0.04,0.00000009,0.0123,0.25,1.0741,313.39
0.00000163,0.0004,0.06,0.0123,0.25,1.0334,294.85
0.00000163,0.05,0.04,0.0123,0.27,1.0919,312.8
0.01,0.06,0.00000008,0.0123,0.21,1.1002,324.47
0.015,0.03,0.00000008,0.0123,0.22,1.1226,323.19
0.02,0.0004,0.02,0.0123,0.25,1.0358,307.95
0.04,0.0004,0.03,0.0123,0.17,1.0798,315.16
0.02,0.04,0.00000009,0.0123,0.22,1.1346,324.85
0.015,0.05,0.00000008,0.0123,0.26,1.1295,325.17
0.00000163,0.08,0.00000008,0.0123,0.22,1.1016,318.8
0.00000163,0.02,0.00000008,0.0123,0.12,1.0294,307.83
0.06,0.03,0.02,0.0123,0.2,1.1564,326.18
0.02,0.07,0.00000008,0.0123,0.21,1.1509,327.08
0.02,0.0004,0.01,0.0123,0.23,1.0355,308.1
0.00000163,0.05,0.00000008,0.0123,0.22,1.0864,315.44
0.00000163,0.07,0.00000008,0.0123,0.16,1.0953,317.76
0.01,0.0004,0.00000008,0.0123,0.2,1.0306,308.91
0.005,0.06,0.00000008,0.0123,0.28,1.0999,323.92
0.00000163,0.0004,0.06,0.0123,0.18,1.0314,290.47
0.00000163,0.02,0.00000007,0.0123,0.21,1.0294,307.67
0.00000163,0.01,0.00000008,0.0123,0.15,1.0548,305.17
0.01,0.03,0.01,0.0123,0.31,1.1275,323
0.00000163,0.0004,0.00000008,0.0123,0.21,1.0306,288.58
0.00000163,0.03,0.00000007,0.0123,0.26,1.085,312.66
0.00000163,0.04,0.00000008,0.0123,0.1,1.0878,314.64
0.005,0.0004,0.00000008,0.0123,0.21,1.0306,306.22
0.01,0.02,0.1,0.0123,0.18,1.1099,319.83
0.01,0.0004,0.00000008,0.0123,0.22,1.0306,308.86
0.04,0.05,0.05,0.0123,0.2,1.1631,329.04
0.02,0.0004,0.00000008,0.0123,0.08,1.0723,310.12
0.02,0.0004,0.00000008,0.0123,0.21,1.0718,317.76
0.01,0.04,0.02,0.0123,0.18,1.1342,323.27
0.015,0.02,0.00000008,0.0123,0.26,1.1133,321.77
0.00000163,0.08,0.00000008,0.0123,0.24,1.1012,318.6
0.00000163,0.09,0.00000008,0.0123,0.2,1.1064,319.22
0.00000163,0.01,0.00000009,0.0123,0.04,1.0309,304.23
0.02,0.01,0.00000008,0.0123,0.21,1.0546,318.25
0.00000163,0.0004,0.00000008,0.0123,0.25,1.0305,288.58
0.00000163,0.08,0.02,0.0123,0.23,1.1081,316.33
0.01,0.0004,0.00000007,0.0123,0.21,1.0293,308.71
0.015,0.04,0.00000008,0.0123,0.21,1.1293,324.27
0.00000163,0.15,0.00000008,0.0123,0.16,1.1321,321.86
0.01,0.03,0.07,0.0123,0.21,1.1253,322.03
0.00000163,0.02,0.00000008,0.0123,0.3,1.0306,307.55
0.00000163,0.09,0.00000008,0.0123,0.22,1.1075,319.16
0.015,0.03,0.00000008,0.0123,0.28,1.1233,323.26
0.04,0.01,0.00000008,0.0123,0.28,1.1269,320.86
0.02,0.0004,0.00000009,0.0123,0.2,1.072,317.73
0.015,0.03,0.00000008,0.0123,0.12,1.1197,322.94
0.035,0.02,0.00000008,0.0123,0.2,1.1378,323.69
0.025,0.0004,0.00000009,0.0123,0.21,1.1015,314.86
0.02,0.04,0.00000008,0.0123,0.21,1.1331,324.82
0.00000163,0.02,0.00000009,0.0123,0.14,1.0306,307.87
0.04,0.05,0.03,0.0123,0.21,1.1631,326.89
0.00000163,0.0004,0.00000008,0.0123,0.16,1.0294,287.42
0.00000163,0.1,0.00000008,0.0123,0.21,1.1105,319.85
0.02,0.03,0.05,0.0123,0.28,1.1429,323.87
0.05,0.0004,0.02,0.0123,0.23,1.0857,312.04
0.04,0.02,0.00000008,0.0123,0.22,1.1382,324.18
0.02,0.0004,0.00000008,0.0123,0.45,1.0686,316.74
0.02,0.0004,0.00000008,0.0123,0.3,1.0701,317.34
0.01,0.08,0.00000008,0.0123,0.2,1.0966,325.72
0.01,0.01,0.00000008,0.0123,0.12,1.062,316.78
0.02,0.06,0.00000008,0.0123,0.14,1.1428,326.23
0.01,0.0004,0.00000008,0.0123,0.06,1.0308,309.08
0.00000163,0.03,0.09,0.0123,0.27,1.0729,310.06
0.00000163,0.03,0.04,0.0123,0.28,1.0813,309.76
0.00000163,0.05,0.00000008,0.0123,0.21,1.0803,314.99
0.00000163,0.06,0.02,0.0123,0.29,1.0663,314.46
0.03,0.07,0.00000008,0.0123,0.21,1.1627,327.98
0.015,0.01,0.00000008,0.0123,0.28,1.1043,319.46
0.02,0.01,0.00000008,0.0123,0.04,1.0991,318.84
0.00000163,0.0004,0.00000008,0.0123,0.19,1.0294,287.42
0.00000163,0.0004,0.05,0.0123,0.18,1.031,290.1
0.005,0.01,0.00000007,0.0123,0.22,1.0609,315.38
0.00000163,0.09,0.05,0.0123,0.21,1.0801,315.47
0.01,0.04,0.04,0.0123,0.18,1.132,323.62
0.05,0.02,0.01,0.0123,0.21,1.061,323.44
0.01,0.01,0.00000008,0.0123,0.08,1.0578,316.49
0.005,0.03,0.00000008,0.0123,0.24,1.0756,320.47
0.02,0.02,0.03,0.0123,0.14,1.1257,321.6
0.00000163,0.0004,0.00000008,0.0123,0.3,1.0305,288.55
0.03,0.03,0.00000008,0.0123,0.26,1.142,324.87
0.00000163,0.0004,0.00000008,0.0123,0.04,1.0295,288.78
0.01,0.02,0.00000008,0.0123,0.18,1.0681,319.58
0.005,0.04,0.00000008,0.0123,0.26,1.0925,321.9
